datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_7d;internacoes_7d_l;internacoes_7v7
25/06/2020;DRS 05 Barretos;36;52,57;68,48;425090;12,37;100;127;-21,26
25/06/2020;DRS 06 Bauru;87,86;161,29;54,47;1741281;9,26;285;268;6,34
25/06/2020;DRS 07 Campinas;574,29;762,29;75,34;4562125;16,71;962;991;-2,93
25/06/2020;DRS 08 Franca;23,14;31,29;73,95;696336;4,49;75;64;17,19
25/06/2020;DRS 09 Marília;42,57;123,86;34,37;1109670;11,16;181;190;-4,74
25/06/2020;DRS 10 Piracicaba;124;181,43;68,35;1539600;11,78;315;307;2,61
25/06/2020;DRS 11 Presidente Prudente;33,14;55,43;59,79;752260;7,37;117;96;21,88
25/06/2020;DRS 12 Registro;9,14;27;33,85;278754;9,69;34;30;13,33
25/06/2020;DRS 13 Ribeirão Preto;159,29;203,29;78,36;1477530;13,76;470;429;9,56
25/06/2020;DRS 14 São João da Boa Vista;36,43;86,43;42,15;809836;10,67;106;108;-1,85
25/06/2020;DRS 15 São José do Rio Preto;117,29;259;45,29;1570421;16,49;369;344;7,27
25/06/2020;DRS 16 Sorocaba;151,57;204,71;74,04;2461760;8,32;363;357;1,68
25/06/2020;DRS 17 Taubaté;183,71;348,57;52,7;2489629;14;530;374;41,71
25/06/2020;Estado de São Paulo;5749,14;8799,57;65,33;44639899;19,71;12942;13086;-1,1
26/06/2020;Município de São Paulo;2616,86;3778,43;69,26;11869660;31,83;5217;5646;-7,6
26/06/2020;Grande SP Leste;296,57;467,86;63,39;2977781;15,71;701;662;5,89
26/06/2020;Grande SP Norte;66,57;114,29;58,25;603465;18,94;100;114;-12,28
26/06/2020;Grande SP Oeste;241,86;344;70,31;1858252;18,51;492;586;-16,04
26/06/2020;Grande SP Sudeste;520,29;853,86;60,93;2690590;31,74;1344;1307;2,83
26/06/2020;Grande SP Sudoeste;59,43;101,29;58,67;1138499;8,9;263;211;24,64
26/06/2020;DRS 02 Araçatuba;40;80,29;49,82;764041;10,51;117;90;30
26/06/2020;DRS 03 Araraquara;30,29;85,14;35,58;991435;8,59;167;140;19,29
26/06/2020;DRS 04 Baixada Santista;266,29;466,71;57,06;1831884;25,48;570;578;-1,38
26/06/2020;DRS 05 Barretos;35,71;52,43;68,11;425090;12,33;101;134;-24,63
26/06/2020;DRS 06 Bauru;89,43;164,57;54,34;1741281;9,45;277;265;4,53
26/06/2020;DRS 07 Campinas;584,57;769,43;75,97;4562125;16,87;1011;977;3,48
26/06/2020;DRS 08 Franca;24,43;31,57;77,38;696336;4,53;79;62;27,42
26/06/2020;DRS 09 Marília;42,14;124;33,98;1109670;11,17;175;199;-12,06
26/06/2020;DRS 10 Piracicaba;127,71;183,71;69,52;1539600;11,93;325;286;13,64
26/06/2020;DRS 11 Presidente Prudente;34,29;55,14;62,19;752260;7,33;123;96;28,13
26/06/2020;DRS 12 Registro;9,86;27;36,52;278754;9,69;37;31;19,35
26/06/2020;DRS 13 Ribeirão Preto;164,29;207,71;79,1;1477530;14,06;486;428;13,55
26/06/2020;DRS 14 São João da Boa Vista;37,14;87,29;42,55;809836;10,78;107;105;1,9
26/06/2020;DRS 15 São José do Rio Preto;119;260,29;45,72;1570421;16,57;369;356;3,65
26/06/2020;DRS 16 Sorocaba;153;208,29;73,46;2461760;8,46;361;361;0
26/06/2020;DRS 17 Taubaté;188,29;353,71;53,23;2489629;14,21;534;377;41,64
26/06/2020;Estado de São Paulo;5748;8817;65,19;44639899;19,75;12956;13011;-0,42
27/06/2020;Município de São Paulo;2601,14;3755;69,27;11869660;31,64;5099;5641;-9,61
27/06/2020;Grande SP Leste;294,43;470,71;62,55;2977781;15,81;700;666;5,11
27/06/2020;Grande SP Norte;69,57;116,29;59,82;603465;19,27;102;115;-11,3
27/06/2020;Grande SP Oeste;237,29;344;68,98;1858252;18,51;473;566;-16,43
27/06/2020;Grande SP Sudeste;517,71;858,43;60,31;2690590;31,9;1346;1280;5,16
27/06/2020;Grande SP Sudoeste;57,71;99;58,29;1138499;8,7;262;220;19,09
27/06/2020;DRS 02 Araçatuba;41,14;82;50,17;764041;10,73;117;90;30
27/06/2020;DRS 03 Araraquara;30,57;88,29;34,62;991435;8,91;173;130;33,08
27/06/2020;DRS 04 Baixada Santista;263,71;469,14;56,21;1831884;25,61;546;588;-7,14
27/06/2020;DRS 05 Barretos;36,57;52,57;69,56;425090;12,37;105;117;-10,26
27/06/2020;DRS 06 Bauru;90,86;165,29;54,97;1741281;9,49;284;277;2,53
27/06/2020;DRS 07 Campinas;597,57;777,71;76,84;4562125;17,05;1035;983;5,29
27/06/2020;DRS 08 Franca;25,71;32,86;78,24;696336;4,72;88;66;33,33
27/06/2020;DRS 09 Marília;42,43;124;34,22;1109670;11,17;167;221;-24,43
27/06/2020;DRS 10 Piracicaba;130,29;185,29;70,32;1539600;12,03;317;278;14,03
27/06/2020;DRS 11 Presidente Prudente;34,57;54,71;63,19;752260;7,27;106;124;-14,52
27/06/2020;DRS 12 Registro;10,43;27;38,63;278754;9,69;40;30;33,33
27/06/2020;DRS 13 Ribeirão Preto;171,29;211,71;80,91;1477530;14,33;502;442;13,57
27/06/2020;DRS 14 São João da Boa Vista;37,57;89,43;42,01;809836;11,04;115;107;7,48
27/06/2020;DRS 15 São José do Rio Preto;119,29;261,57;45,61;1570421;16,66;362;376;-3,72
27/06/2020;DRS 16 Sorocaba;164,43;222,86;73,78;2461760;9,05;368;367;0,27
27/06/2020;DRS 17 Taubaté;191,14;356,71;53,58;2489629;14,33;530;391;35,55
27/06/2020;Estado de São Paulo;5765,43;8844,57;65,19;44639899;19,81;12837;13075;-1,82
28/06/2020;Município de São Paulo;2582,57;3763,43;68,62;11869660;31,71;5024;5538;-9,28
28/06/2020;Grande SP Leste;292;468,86;62,28;2977781;15,75;711;659;7,89
28/06/2020;Grande SP Norte;70,14;115,71;60,62;603465;19,17;102;116;-12,07
28/06/2020;Grande SP Oeste;234,71;344;68,23;1858252;18,51;453;565;-19,82
28/06/2020;Grande SP Sudeste;512,86;861,43;59,54;2690590;32,02;1298;1304;-0,46
28/06/2020;Grande SP Sudoeste;57,71;98,86;58,38;1138499;8,68;257;214;20,09
28/06/2020;DRS 02 Araçatuba;41,57;83,71;49,66;764041;10,96;124;82;51,22
28/06/2020;DRS 03 Araraquara;31;90,14;34,39;991435;9,09;182;139;30,94
28/06/2020;DRS 04 Baixada Santista;258,86;473,29;54,69;1831884;25,84;524;599;-12,52
28/06/2020;DRS 05 Barretos;37;52,29;70,76;425090;12,3;92;111;-17,12
28/06/2020;DRS 06 Bauru;90,14;164,71;54,73;1741281;9,46;282;286;-1,4
28/06/2020;DRS 07 Campinas;622,43;795,29;78,26;4562125;17,43;1024;993;3,12
28/06/2020;DRS 08 Franca;27;35,43;76,21;696336;5,09;100;67;49,25
28/06/2020;DRS 09 Marília;43,29;126,14;34,32;1109670;11,37;185;222;-16,67
28/06/2020;DRS 10 Piracicaba;131,14;185,71;70,62;1539600;12,06;318;275;15,64
28/06/2020;DRS 11 Presidente Prudente;34,29;54,57;62,84;752260;7,25;111;127;-12,6
28/06/2020;DRS 12 Registro;10,71;27;39,67;278754;9,69;38;32;18,75
28/06/2020;DRS 13 Ribeirão Preto;177,71;217;81,89;1477530;14,69;534;445;20
28/06/2020;DRS 14 São João da Boa Vista;37,57;92,14;40,77;809836;11,38;115;103;11,65
28/06/2020;DRS 15 São José do Rio Preto;121,57;262,86;46,25;1570421;16,74;351;397;-11,59
28/06/2020;DRS 16 Sorocaba;168,14;228,29;73,65;2461760;9,27;378;351;7,69
28/06/2020;DRS 17 Taubaté;192,86;357,71;53,92;2489629;14,37;530;389;36,25
28/06/2020;Estado de São Paulo;5775,29;8898,57;64,9;44639899;19,93;12733;13014;-2,16
29/06/2020;Município de São Paulo;2566,29;3776,29;67,96;11869660;31,81;4909;5448;-9,89
29/06/2020;Grande SP Leste;285,86;471;60,69;2977781;15,82;688;662;3,93
29/06/2020;Grande SP Norte;69,14;115;60,12;603465;19,06;109;120;-9,17
29/06/2020;Grande SP Oeste;229,43;343,86;66,72;1858252;18,5;433;535;-19,07
29/06/2020;Grande SP Sudeste;504,57;860,29;58,65;2690590;31,97;1261;1299;-2,93
29/06/2020;Grande SP Sudoeste;57,57;97;59,35;1138499;8,52;266;211;26,07
29/06/2020;DRS 02 Araçatuba;41,86;85,57;48,92;764041;11,2;114;92;23,91
29/06/2020;DRS 03 Araraquara;31,14;92,29;33,74;991435;9,31;174;145;20
29/06/2020;DRS 04 Baixada Santista;252,14;476;52,97;1831884;25,98;509;586;-13,14
29/06/2020;DRS 05 Barretos;36,86;52;70,88;425090;12,23;92;111;-17,12
29/06/2020;DRS 06 Bauru;89,86;166,29;54,04;1741281;9,55;289;274;5,47
29/06/2020;DRS 07 Campinas;632,43;803;78,76;4562125;17,6;1034;967;6,93
29/06/2020;DRS 08 Franca;28,14;37,43;75,18;696336;5,38;108;68;58,82
29/06/2020;DRS 09 Marília;42,86;124,43;34,45;1109670;11,21;186;225;-17,33
29/06/2020;DRS 10 Piracicaba;131,86;186,86;70,57;1539600;12,14;329;298;10,4
29/06/2020;DRS 11 Presidente Prudente;33,71;54,57;61,77;752260;7,25;110;127;-13,39
29/06/2020;DRS 12 Registro;10,71;27;39,67;278754;9,69;38;31;22,58
29/06/2020;DRS 13 Ribeirão Preto;181,29;220,43;82,24;1477530;14,92;546;437;24,94
29/06/2020;DRS 14 São João da Boa Vista;37,57;93,71;40,09;809836;11,57;116;106;9,43
29/06/2020;DRS 15 São José do Rio Preto;125,14;264,29;47,35;1570421;16,83;371;386;-3,89
29/06/2020;DRS 16 Sorocaba;171,14;233,57;73,27;2461760;9,49;377;361;4,43
29/06/2020;DRS 17 Taubaté;195,29;358;54,55;2489629;14,38;505;416;21,39
29/06/2020;Estado de São Paulo;5754,86;8938,86;64,38;44639899;20,02;12564;12905;-2,64
30/06/2020;Município de São Paulo;2558,29;3766,43;67,92;11869660;31,73;4854;5335;-9,02
30/06/2020;Grande SP Leste;283,29;474,71;59,68;2977781;15,94;701;646;8,51
30/06/2020;Grande SP Norte;70,43;114,86;61,32;603465;19,03;119;116;2,59
30/06/2020;Grande SP Oeste;223,57;344,14;64,96;1858252;18,52;439;527;-16,7
30/06/2020;Grande SP Sudeste;498,29;861,71;57,83;2690590;32,03;1212;1311;-7,55
30/06/2020;Grande SP Sudoeste;59,14;97,43;60,7;1138499;8,56;270;218;23,85
30/06/2020;DRS 02 Araçatuba;42,71;87,29;48,93;764041;11,42;115;102;12,75
30/06/2020;DRS 03 Araraquara;31,71;94;33,73;991435;9,48;173;153;13,07
30/06/2020;DRS 04 Baixada Santista;248,86;478,14;52,05;1831884;26,1;495;580;-14,66
30/06/2020;DRS 05 Barretos;36,86;52,14;70,69;425090;12,27;95;106;-10,38
30/06/2020;DRS 06 Bauru;93,29;166,71;55,96;1741281;9,57;285;267;6,74
30/06/2020;DRS 07 Campinas;641,29;809,14;79,26;4562125;17,74;1054;980;7,55
30/06/2020;DRS 08 Franca;28,57;39,43;72,46;696336;5,66;113;66;71,21
30/06/2020;DRS 09 Marília;43,29;124,29;34,83;1109670;11,2;204;217;-5,99
30/06/2020;DRS 10 Piracicaba;131,43;187,14;70,23;1539600;12,16;325;315;3,17
30/06/2020;DRS 11 Presidente Prudente;32,71;54,43;60,1;752260;7,24;119;136;-12,5
30/06/2020;DRS 12 Registro;10,57;27,29;38,73;278754;9,79;32;37;-13,51
30/06/2020;DRS 13 Ribeirão Preto;186,86;222,57;83,96;1477530;15,06;553;438;26,26
30/06/2020;DRS 14 São João da Boa Vista;38,29;95,86;39,94;809836;11,84;122;105;16,19
30/06/2020;DRS 15 São José do Rio Preto;130,29;266,14;48,96;1570421;16,95;381;379;0,53
30/06/2020;DRS 16 Sorocaba;173,57;237,57;73,06;2461760;9,65;402;365;10,14
30/06/2020;DRS 17 Taubaté;197,57;358,71;55,08;2489629;14,41;486;466;4,29
30/06/2020;Estado de São Paulo;5760,86;8960,14;64,29;44639899;20,07;12549;12865;-2,46
01/07/2020;Município de São Paulo;2543,14;3774,14;67,38;11869660;31,8;4785;5349;-10,54
01/07/2020;Grande SP Leste;280,86;476,14;58,99;2977781;15,99;686;661;3,78
01/07/2020;Grande SP Norte;69,71;114,43;60,92;603465;18,96;119;118;0,85
01/07/2020;Grande SP Oeste;219,43;344,71;63,66;1858252;18,55;448;514;-12,84
01/07/2020;Grande SP Sudeste;491,71;861,86;57,05;2690590;32,03;1209;1315;-8,06
01/07/2020;Grande SP Sudoeste;58,57;97,71;59,94;1138499;8,58;266;235;13,19
01/07/2020;DRS 02 Araçatuba;42,57;88,71;47,99;764041;11,61;112;107;4,67
01/07/2020;DRS 03 Araraquara;32,57;95,43;34,13;991435;9,63;172;159;8,18
01/07/2020;DRS 04 Baixada Santista;244,86;478,29;51,19;1831884;26,11;484;581;-16,7
01/07/2020;DRS 05 Barretos;38,29;52,29;73,23;425090;12,3;105;99;6,06
01/07/2020;DRS 06 Bauru;94,71;166;57,05;1741281;9,53;281;279;0,72
01/07/2020;DRS 07 Campinas;650,43;817,43;79,57;4562125;17,92;1093;976;11,99
01/07/2020;DRS 08 Franca;29,14;41,43;70,34;696336;5,95;120;69;73,91
01/07/2020;DRS 09 Marília;43,43;124,29;34,94;1109670;11,2;207;208;-0,48
01/07/2020;DRS 10 Piracicaba;133,14;188,14;70,77;1539600;12,22;325;320;1,56
01/07/2020;DRS 11 Presidente Prudente;32,57;55,86;58,31;752260;7,43;135;129;4,65
01/07/2020;DRS 12 Registro;10,43;27,57;37,83;278754;9,89;35;36;-2,78
01/07/2020;DRS 13 Ribeirão Preto;191,43;224,29;85,35;1477530;15,18;561;446;25,78
01/07/2020;DRS 14 São João da Boa Vista;39;98,71;39,51;809836;12,19;126;104;21,15
01/07/2020;DRS 15 São José do Rio Preto;135,71;267,71;50,69;1570421;17,05;407;373;9,12
01/07/2020;DRS 16 Sorocaba;182,43;245,43;74,33;2461760;9,97;405;362;11,88
01/07/2020;DRS 17 Taubaté;198,57;357,86;55,49;2489629;14,37;463;511;-9,39
01/07/2020;Estado de São Paulo;5762,71;8998,43;64,04;44639899;20,16;12544;12951;-3,14
02/07/2020;Município de São Paulo;2533,71;3779,14;67,04;11869660;31,84;4718;5335;-11,57
02/07/2020;Grande SP Leste;278,29;486,57;57,19;2977781;16,34;695;666;4,35
02/07/2020;Grande SP Norte;68,14;114,43;59,55;603465;18,96;122;113;7,96
02/07/2020;Grande SP Oeste;215;344,29;62,45;1858252;18,53;433;501;-13,57
02/07/2020;Grande SP Sudeste;488,57;862,57;56,64;2690590;32,06;1161;1337;-13,16
02/07/2020;Grande SP Sudoeste;57,57;97,57;59;1138499;8,57;264;241;9,54
02/07/2020;DRS 02 Araçatuba;43,14;90,57;47,63;764041;11,85;109;112;-2,68
02/07/2020;DRS 03 Araraquara;32,14;95,71;33,58;991435;9,65;171;163;4,91
02/07/2020;DRS 04 Baixada Santista;242,29;477,43;50,75;1831884;26,06;464;567;-18,17
02/07/2020;DRS 05 Barretos;39,57;53,14;74,46;425090;12,5;112;100;12
02/07/2020;DRS 06 Bauru;98,43;167,29;58,84;1741281;9,61;284;285;-0,35
02/07/2020;DRS 07 Campinas;659,43;823,71;80,06;4562125;18,06;1132;962;17,67
02/07/2020;DRS 08 Franca;30,43;43,14;70,54;696336;6,2;123;75;64
02/07/2020;DRS 09 Marília;43;122,14;35,21;1109670;11,01;198;181;9,39
02/07/2020;DRS 10 Piracicaba;133,57;190,14;70,25;1539600;12,35;340;315;7,94
02/07/2020;DRS 11 Presidente Prudente;33,29;56,57;58,85;752260;7,52;150;117;28,21
02/07/2020;DRS 12 Registro;10,43;27,86;37,44;278754;9,99;41;34;20,59
02/07/2020;DRS 13 Ribeirão Preto;194,43;225,14;86,36;1477530;15,24;564;470;20
02/07/2020;DRS 14 São João da Boa Vista;39,43;98,14;40,18;809836;12,12;132;106;24,53
02/07/2020;DRS 15 São José do Rio Preto;140,71;269;52,31;1570421;17,13;425;369;15,18
02/07/2020;DRS 16 Sorocaba;187;249,43;74,97;2461760;10,13;398;363;9,64
02/07/2020;DRS 17 Taubaté;200,43;359,43;55,76;2489629;14,44;470;530;-11,32
02/07/2020;Estado de São Paulo;5769;9033,43;63,86;44639899;20,24;12506;12942;-3,37
03/07/2020;Município de São Paulo;2511,71;3774,57;66,54;11869660;31,8;4696;5217;-9,99
03/07/2020;Grande SP Leste;281,57;489;57,58;2977781;16,42;671;701;-4,28
03/07/2020;Grande SP Norte;66,86;114,86;58,21;603465;19,03;122;100;22
03/07/2020;Grande SP Oeste;210,57;344;61,21;1858252;18,51;441;492;-10,37
03/07/2020;Grande SP Sudeste;484,71;864;56,1;2690590;32,11;1139;1344;-15,25
03/07/2020;Grande SP Sudoeste;58,29;97,86;59,56;1138499;8,6;244;263;-7,22
03/07/2020;DRS 02 Araçatuba;43,86;92,57;47,38;764041;12,12;105;117;-10,26
03/07/2020;DRS 03 Araraquara;32;96;33,33;991435;9,68;185;167;10,78
03/07/2020;DRS 04 Baixada Santista;239,43;477,14;50,18;1831884;26,05;468;570;-17,89
03/07/2020;DRS 05 Barretos;40,71;54;75,39;425090;12,7;111;101;9,9
03/07/2020;DRS 06 Bauru;102,14;167,86;60,85;1741281;9,64;300;277;8,3
03/07/2020;DRS 07 Campinas;661,86;827,86;79,95;4562125;18,15;1092;1011;8,01
03/07/2020;DRS 08 Franca;32;45;71,11;696336;6,46;127;79;60,76
03/07/2020;DRS 09 Marília;42,57;122,29;34,81;1109670;11,02;192;175;9,71
03/07/2020;DRS 10 Piracicaba;135,29;192,86;70,15;1539600;12,53;348;325;7,08
03/07/2020;DRS 11 Presidente Prudente;33,57;57,29;58,6;752260;7,62;150;123;21,95
03/07/2020;DRS 12 Registro;10,29;28,14;36,57;278754;10,09;38;37;2,7
03/07/2020;DRS 13 Ribeirão Preto;198;226,57;87,39;1477530;15,33;546;486;12,35
03/07/2020;DRS 14 São João da Boa Vista;41,29;98,57;41,89;809836;12,17;131;107;22,43
03/07/2020;DRS 15 São José do Rio Preto;148,43;269,43;55,09;1570421;17,16;438;369;18,7
03/07/2020;DRS 16 Sorocaba;189,29;252,71;74,9;2461760;10,27;400;361;10,8
03/07/2020;DRS 17 Taubaté;199,14;359,43;55,4;2489629;14,44;489;534;-8,43
03/07/2020;Estado de São Paulo;5763,57;9052;63,67;44639899;20,28;12433;12956;-4,04
04/07/2020;Município de São Paulo;2491,71;3769,43;66,1;11869660;31,76;4721;5099;-7,41
04/07/2020;Grande SP Leste;282;485,86;58,04;2977781;16,32;681;700;-2,71
04/07/2020;Grande SP Norte;62;112,43;55,15;603465;18,63;123;102;20,59
04/07/2020;Grande SP Oeste;208,14;344,29;60,45;1858252;18,53;418;473;-11,63
04/07/2020;Grande SP Sudeste;482,57;863,57;55,88;2690590;32,1;1105;1346;-17,9
04/07/2020;Grande SP Sudoeste;59,14;98,57;60;1138499;8,66;237;262;-9,54
04/07/2020;DRS 02 Araçatuba;44,14;93;47,46;764041;12,17;105;117;-10,26
04/07/2020;DRS 03 Araraquara;30,86;95,14;32,44;991435;9,6;186;173;7,51
04/07/2020;DRS 04 Baixada Santista;237,43;477,57;49,72;1831884;26,07;471;546;-13,74
04/07/2020;DRS 05 Barretos;41,14;55;74,8;425090;12,94;115;105;9,52
04/07/2020;DRS 06 Bauru;106,14;168,86;62,86;1741281;9,7;291;284;2,46
04/07/2020;DRS 07 Campinas;665,86;827,57;80,46;4562125;18,14;1084;1035;4,73
04/07/2020;DRS 08 Franca;33,43;46,14;72,45;696336;6,63;126;88;43,18
04/07/2020;DRS 09 Marília;42,29;122,43;34,54;1109670;11,03;191;167;14,37
04/07/2020;DRS 10 Piracicaba;138;195,43;70,61;1539600;12,69;364;317;14,83
04/07/2020;DRS 11 Presidente Prudente;33,43;57,86;57,78;752260;7,69;162;106;52,83
04/07/2020;DRS 12 Registro;10,14;28,43;35,67;278754;10,2;38;40;-5
04/07/2020;DRS 13 Ribeirão Preto;198,29;227,43;87,19;1477530;15,39;535;502;6,57
04/07/2020;DRS 14 São João da Boa Vista;43,57;97,71;44,59;809836;12,07;135;115;17,39
04/07/2020;DRS 15 São José do Rio Preto;156,43;269,71;58;1570421;17,17;434;362;19,89
04/07/2020;DRS 16 Sorocaba;182,29;245,14;74,36;2461760;9,96;405;368;10,05
04/07/2020;DRS 17 Taubaté;201,71;361;55,88;2489629;14,5;506;530;-4,53
04/07/2020;Estado de São Paulo;5750,71;9042,57;63,6;44639899;20,26;12433;12837;-3,15
05/07/2020;Município de São Paulo;2488,14;3759,29;66,19;11869660;31,67;4718;5024;-6,09
05/07/2020;Grande SP Leste;284,14;487;58,34;2977781;16,35;681;711;-4,22
05/07/2020;Grande SP Norte;60,71;112,57;53,93;603465;18,65;137;102;34,31
05/07/2020;Grande SP Oeste;204,29;344,43;59,31;1858252;18,54;384;453;-15,23
05/07/2020;Grande SP Sudeste;483,43;861,14;56,14;2690590;32,01;1127;1298;-13,17
05/07/2020;Grande SP Sudoeste;59,43;97,57;60,91;1138499;8,57;238;257;-7,39
05/07/2020;DRS 02 Araçatuba;46,86;93,57;50,08;764041;12,25;118;124;-4,84
05/07/2020;DRS 03 Araraquara;30,43;95,43;31,89;991435;9,63;194;182;6,59
05/07/2020;DRS 04 Baixada Santista;238,86;477,14;50,06;1831884;26,05;450;524;-14,12
05/07/2020;DRS 05 Barretos;41,57;56,29;73,85;425090;13,24;134;92;45,65
05/07/2020;DRS 06 Bauru;110,57;170,86;64,71;1741281;9,81;296;282;4,96
05/07/2020;DRS 07 Campinas;656;817,29;80,27;4562125;17,91;1095;1024;6,93
05/07/2020;DRS 08 Franca;35;46,71;74,93;696336;6,71;122;100;22
05/07/2020;DRS 09 Marília;40,86;120,43;33,93;1109670;10,85;179;185;-3,24
05/07/2020;DRS 10 Piracicaba;142,29;198,57;71,66;1539600;12,9;364;318;14,47
05/07/2020;DRS 11 Presidente Prudente;34,29;57,86;59,26;752260;7,69;171;111;54,05
05/07/2020;DRS 12 Registro;10,14;28,71;35,32;278754;10,3;40;38;5,26
05/07/2020;DRS 13 Ribeirão Preto;200,29;227,86;87,9;1477530;15,42;513;534;-3,93
05/07/2020;DRS 14 São João da Boa Vista;45,86;96,86;47,35;809836;11,96;145;115;26,09
05/07/2020;DRS 15 São José do Rio Preto;161,71;270;59,89;1570421;17,19;455;351;29,63
05/07/2020;DRS 16 Sorocaba;183,29;246,14;74,47;2461760;10;415;378;9,79
05/07/2020;DRS 17 Taubaté;206,43;363,14;56,85;2489629;14,59;529;530;-0,19
05/07/2020;Estado de São Paulo;5764,57;9028,86;63,85;44639899;20,23;12505;12733;-1,79
06/07/2020;Município de São Paulo;2486,71;3745,57;66,39;11869660;31,56;4708;4909;-4,09
06/07/2020;Grande SP Leste;285,29;484;58,94;2977781;16,25;692;688;0,58
06/07/2020;Grande SP Norte;58,86;112,86;52,15;603465;18,7;133;109;22,02
06/07/2020;Grande SP Oeste;202,29;345,14;58,61;1858252;18,57;367;433;-15,24
06/07/2020;Grande SP Sudeste;487,86;858,57;56,82;2690590;31,91;1130;1261;-10,39
06/07/2020;Grande SP Sudoeste;61;100,57;60,65;1138499;8,83;228;266;-14,29
06/07/2020;DRS 02 Araçatuba;50,29;93,86;53,58;764041;12,28;131;114;14,91
06/07/2020;DRS 03 Araraquara;30,14;95,57;31,54;991435;9,64;198;174;13,79
06/07/2020;DRS 04 Baixada Santista;240,57;476,86;50,45;1831884;26,03;450;509;-11,59
06/07/2020;DRS 05 Barretos;43,14;57,43;75,12;425090;13,51;136;92;47,83
06/07/2020;DRS 06 Bauru;112,43;172,86;65,04;1741281;9,93;294;289;1,73
06/07/2020;DRS 07 Campinas;658,14;820;80,26;4562125;17,97;1088;1034;5,22
06/07/2020;DRS 08 Franca;37;47,14;78,49;696336;6,77;129;108;19,44
06/07/2020;DRS 09 Marília;40,71;120,86;33,68;1109670;10,89;179;186;-3,76
06/07/2020;DRS 10 Piracicaba;148,43;201,57;73,64;1539600;13,09;363;329;10,33
06/07/2020;DRS 11 Presidente Prudente;35;57,71;60,65;752260;7,67;185;110;68,18
06/07/2020;DRS 12 Registro;10,29;29;35,48;278754;10,4;38;38;0
06/07/2020;DRS 13 Ribeirão Preto;202,57;229,29;88,35;1477530;15,52;498;546;-8,79
06/07/2020;DRS 14 São João da Boa Vista;47,57;97,29;48,9;809836;12,01;144;116;24,14
06/07/2020;DRS 15 São José do Rio Preto;166,86;270,43;61,7;1570421;17,22;467;371;25,88
06/07/2020;DRS 16 Sorocaba;185,71;246,86;75,23;2461760;10,03;416;377;10,34
06/07/2020;DRS 17 Taubaté;209,57;364,43;57,51;2489629;14,64;550;505;8,91
06/07/2020;Estado de São Paulo;5800,43;9027,86;64,25;44639899;20,22;12524;12564;-0,32
07/07/2020;Município de São Paulo;2476,43;3725,29;66,48;11869660;31,38;4736;4854;-2,43
07/07/2020;Grande SP Leste;280;479;58,46;2977781;16,09;671;701;-4,28
07/07/2020;Grande SP Norte;57,29;112,43;50,96;603465;18,63;139;119;16,81
07/07/2020;Grande SP Oeste;201,71;345;58,47;1858252;18,57;353;439;-19,59
07/07/2020;Grande SP Sudeste;491,57;856,29;57,41;2690590;31,83;1126;1212;-7,1
07/07/2020;Grande SP Sudoeste;61,57;102,86;59,86;1138499;9,03;226;270;-16,3
07/07/2020;DRS 02 Araçatuba;52,43;94,43;55,52;764041;12,36;147;115;27,83
07/07/2020;DRS 03 Araraquara;30,14;96,29;31,3;991435;9,71;204;173;17,92
07/07/2020;DRS 04 Baixada Santista;241,43;476,86;50,63;1831884;26,03;468;495;-5,45
07/07/2020;DRS 05 Barretos;44,86;58,43;76,78;425090;13,75;137;95;44,21
07/07/2020;DRS 06 Bauru;114,29;174,86;65,36;1741281;10,04;313;285;9,82
07/07/2020;DRS 07 Campinas;659,71;821,29;80,33;4562125;18;1111;1054;5,41
07/07/2020;DRS 08 Franca;39,14;47,57;82,28;696336;6,83;126;113;11,5
07/07/2020;DRS 09 Marília;40,29;121;33,3;1109670;10,9;171;204;-16,18
07/07/2020;DRS 10 Piracicaba;152,29;203,43;74,86;1539600;13,21;363;325;11,69
07/07/2020;DRS 11 Presidente Prudente;36,43;57,71;63,13;752260;7,67;187;119;57,14
07/07/2020;DRS 12 Registro;10,29;29;35,48;278754;10,4;42;32;31,25
07/07/2020;DRS 13 Ribeirão Preto;202,57;230,14;88,02;1477530;15,58;500;553;-9,58
07/07/2020;DRS 14 São João da Boa Vista;49,43;96,86;51,03;809836;11,96;145;122;18,85
07/07/2020;DRS 15 São José do Rio Preto;169,43;270,29;62,68;1570421;17,21;472;381;23,88
07/07/2020;DRS 16 Sorocaba;187,29;248,43;75,39;2461760;10,09;402;402;0
07/07/2020;DRS 17 Taubaté;210,71;365,86;57,59;2489629;14,7;548;486;12,76
07/07/2020;Estado de São Paulo;5809,29;9013,29;64,45;44639899;20,19;12587;12549;0,3
08/07/2020;Município de São Paulo;2474,29;3716,43;66,58;11869660;31,31;4698;4785;-1,82
08/07/2020;Grande SP Leste;279,57;477,14;58,59;2977781;16,02;666;686;-2,92
08/07/2020;Grande SP Norte;56,71;113,57;49,93;603465;18,82;141;119;18,49
08/07/2020;Grande SP Oeste;199,43;344,57;57,88;1858252;18,54;342;448;-23,66
08/07/2020;Grande SP Sudeste;495,71;855,71;57,93;2690590;31,8;1125;1209;-6,95
08/07/2020;Grande SP Sudoeste;64,71;105,57;61,3;1138499;9,27;214;266;-19,55
08/07/2020;DRS 02 Araçatuba;55,71;95,43;58,38;764041;12,49;164;112;46,43
